Runtime (em: downsample): 1.6689300537109375e-06
Runtime (cy: downsample): 2.379638195037842
Runtime (cy (older): downsample): 6.9141387939453125e-06
         879806 function calls (864749 primitive calls) in 3.646 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 coordinate_descent.py:8(<module>)
     35/1    0.000    0.000    0.000    0.000 copy.py:132(deepcopy)
       30    0.000    0.000    0.000    0.000 copy.py:190(_deepcopy_atomic)
      5/1    0.000    0.000    0.000    0.000 copy.py:236(_deepcopy_dict)
        5    0.000    0.000    0.000    0.000 copy.py:252(_keep_alive)
      876    0.001    0.000    0.004    0.000 copy.py:268(_reconstruct)
      877    0.003    0.000    0.009    0.000 copy.py:66(copy)
        3    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        2    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
      876    0.000    0.000    0.001    0.000 copyreg.py:87(__newobj__)
       30    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
        2    0.000    0.000    0.000    0.000 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1123(_DomainedBinaryOperation)
       43    0.000    0.000    0.001    0.000 core.py:113(get_object_signature)
        6    0.000    0.000    0.000    0.000 core.py:1144(__init__)
        1    0.000    0.000    0.000    0.000 core.py:130(MAError)
        1    0.000    0.000    0.000    0.000 core.py:138(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:170(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:172(<listcomp>)
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2357(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2363(__init__)
        9    0.000    0.000    0.000    0.000 core.py:2526(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2574(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2688(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:426(literal)
        1    0.000    0.000    0.000    0.000 core.py:5918(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6120(MaskedConstant)
        1    0.000    0.000    0.000    0.000 core.py:6127(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6130(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:6230(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:6287(_minimum_operation)
        1    0.000    0.000    0.000    0.000 core.py:6291(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6301(_maximum_operation)
        1    0.000    0.000    0.000    0.000 core.py:6305(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6358(_frommethod)
       26    0.000    0.000    0.000    0.000 core.py:6369(__init__)
       26    0.000    0.000    0.000    0.000 core.py:6374(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:7(EqualityHashKey)
        1    0.000    0.000    0.000    0.000 core.py:7853(_convert2ma)
        8    0.000    0.000    0.000    0.000 core.py:7866(__init__)
        8    0.000    0.000    0.000    0.000 core.py:7871(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:796(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:805(__init__)
        1    0.000    0.000    0.000    0.000 core.py:821(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:829(__init__)
        1    0.000    0.000    0.000    0.000 core.py:839(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:845(__init__)
        1    0.000    0.000    0.000    0.000 core.py:860(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:866(__init__)
        1    0.000    0.000    0.000    0.000 core.py:876(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:882(__init__)
        1    0.000    0.000    0.000    0.000 core.py:892(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:90(MaskedArrayFutureWarning)
       27    0.000    0.000    0.000    0.000 core.py:910(__init__)
        4    0.000    0.000    0.000    0.000 core.py:94(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:971(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:991(__init__)
        1    0.000    0.000    0.000    0.000 correlation_models.py:9(<module>)
        1    0.000    0.000    0.000    0.000 cosine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cosine.py:8(Cosine)
        1    0.000    0.000    0.012    0.012 cosine_join.py:2(<module>)
      149    0.000    0.000    0.000    0.000 cp437.py:14(decode)
        2    0.000    0.000    0.000    0.000 cpuinfo.py:101(<lambda>)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:119(LinuxCPUInfo)
        1    0.000    0.000    0.020    0.020 cpuinfo.py:24(<module>)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:336(IRIXCPUInfo)
        3    0.000    0.000    0.011    0.004 cpuinfo.py:36(getoutput)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:458(DarwinCPUInfo)
        1    0.000    0.000    0.011    0.011 cpuinfo.py:461(__init__)
        1    0.000    0.000    0.007    0.007 cpuinfo.py:49(command_info)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:522(NetBSDCPUInfo)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:549(SunOSCPUInfo)
       55    0.000    0.000    0.004    0.000 cpuinfo.py:59(command_by_line)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:642(Win32CPUInfo)
        1    0.000    0.000    0.004    0.004 cpuinfo.py:72(key_value_from_command)
       54    0.000    0.000    0.000    0.000 cpuinfo.py:77(<listcomp>)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:83(CPUInfoBase)
      4/2    0.000    0.000    0.000    0.000 cpuinfo.py:94(__getattr__)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:20(csc_matrix)
        3    0.000    0.000    0.000    0.000 csc.py:215(_swap)
        1    0.000    0.000    0.002    0.002 csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csr.py:171(tocsc)
        1    0.000    0.000    0.000    0.000 csr.py:23(csr_matrix)
        9    0.000    0.000    0.000    0.000 csr.py:231(_swap)
        1    0.000    0.000    0.000    0.000 csv.py:131(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 csv.py:24(Dialect)
        1    0.000    0.000    0.001    0.001 csv.py:4(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:55(excel)
        1    0.000    0.000    0.000    0.000 csv.py:65(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:70(unix_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:81(DictReader)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:330(prep_simple)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
        2    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
       10    0.000    0.000    0.000    0.000 cycler.py:138(keys)
        2    0.000    0.000    0.000    0.000 cycler.py:145(change_key)
        2    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
       19    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
        2    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
       22    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
        2    0.000    0.000    0.000    0.000 cycler.py:349(by_key)
        4    0.000    0.000    0.000    0.000 cycler.py:371(<genexpr>)
        1    0.000    0.000    0.000    0.000 cycler.py:41(<module>)
        2    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
        2    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
        2    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
       18    0.000    0.000    0.000    0.000 data.py:108(_create_method)
        1    0.000    0.000    0.000    0.000 data.py:1139(PolynomialFeatures)
        1    0.000    0.000    0.000    0.000 data.py:123(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 data.py:129(_min_or_max_axis)
        1    0.000    0.000    0.000    0.000 data.py:1377(Normalizer)
        1    0.000    0.000    0.000    0.000 data.py:1487(Binarizer)
        1    0.000    0.000    0.000    0.000 data.py:154(_min_or_max)
        1    0.000    0.000    0.000    0.000 data.py:1554(KernelCenterer)
        1    0.000    0.000    0.000    0.000 data.py:1728(OneHotEncoder)
        1    0.000    0.000    0.000    0.000 data.py:181(max)
        1    0.000    0.000    0.000    0.000 data.py:186(MinMaxScaler)
        1    0.000    0.000    0.000    0.000 data.py:21(_data_matrix)
        6    0.000    0.000    0.000    0.000 data.py:22(__init__)
        3    0.000    0.000    0.000    0.000 data.py:25(_get_dtype)
        1    0.000    0.000    0.000    0.000 data.py:449(StandardScaler)
        1    0.000    0.000    0.000    0.000 data.py:699(MaxAbsScaler)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        1    0.000    0.000    0.000    0.000 data.py:898(RobustScaler)
        1    0.000    0.000    0.000    0.000 data.py:9(<module>)
        1    0.000    0.000    0.000    0.000 date_converters.py:1(<module>)
        1    0.000    0.000    0.018    0.018 dates.py:110(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1113(YearLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1177(MonthLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1202(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1230(DayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1257(HourLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1277(MinuteLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1297(SecondLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1317(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1495(DateConverter)
        1    0.000    0.000    0.000    0.000 dates.py:155(_UTC)
        1    0.000    0.000    0.000    0.000 dates.py:274(strpdate2num)
        1    0.000    0.000    0.000    0.000 dates.py:290(bytespdate2num)
        1    0.000    0.000    0.000    0.000 dates.py:437(DateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:576(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:603(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:705(rrulewrapper)
        1    0.000    0.000    0.000    0.000 dates.py:722(DateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:789(RRuleLocator)
        1    0.000    0.000    0.000    0.000 dates.py:894(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 datetime.py:1023(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1048(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1360(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1368(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1949(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:1972(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:261(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:278(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:291(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:308(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:336(timedelta)
        9    0.000    0.000    0.000    0.000 datetime.py:355(__new__)
        3    0.000    0.000    0.000    0.000 datetime.py:40(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:530(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:658(date)
        2    0.000    0.000    0.000    0.000 datetime.py:688(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:953(tzinfo)
        1    0.000    0.000    0.000    0.000 debug_decisiontree_matcher.py:4(<module>)
        1    0.000    0.000    0.001    0.001 debug_gui_decisiontree_matcher.py:1(<module>)
        1    0.000    0.000    0.000    0.000 debug_gui_randomforest_matcher.py:1(<module>)
        1    0.000    0.000    0.000    0.000 debug_gui_utils.py:3(<module>)
        1    0.000    0.000    0.000    0.000 debug_randomforest_matcher.py:3(<module>)
        1    0.000    0.000    0.000    0.000 debugblocker.py:1(<module>)
        1    0.000    0.000    0.002    0.002 decimal.py:2(<module>)
        1    0.000    0.000    0.003    0.003 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:253(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
        3    0.000    0.000    0.000    0.000 decoder.py:334(decode)
        3    0.000    0.000    0.000    0.000 decoder.py:345(raw_decode)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.011    0.011 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
       11    0.000    0.000    0.000    0.000 decorator.py:151(update)
       11    0.000    0.000    0.001    0.000 decorator.py:168(make)
       11    0.000    0.000    0.000    0.000 decorator.py:176(<listcomp>)
       11    0.000    0.000    0.003    0.000 decorator.py:201(create)
       22    0.000    0.000    0.000    0.000 decorator.py:219(<genexpr>)
        9    0.000    0.000    0.002    0.000 decorator.py:224(decorate)
        2    0.000    0.000    0.000    0.000 decorator.py:239(decorator)
        1    0.000    0.000    0.000    0.000 decorator.py:278(ContextManager)
        1    0.000    0.000    0.002    0.002 decorator.py:33(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:48(get_init)
        1    0.000    0.000    0.000    0.000 decorator.py:84(FunctionMaker)
       11    0.000    0.000    0.001    0.000 decorator.py:94(__init__)
        1    0.000    0.000    0.000    0.000 decorators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:100(Substitution)
      186    0.000    0.000    0.000    0.000 decorators.py:128(__init__)
